id,claim_id,book_name,chunk_id,label,confidence,verifier_model,run_id
46,46_c01,In search of the castaways,castaways_ch000_w0135,CONTRADICT,0.5477861642837524,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0121,NEUTRAL,0.5364699694520384,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0106,NEUTRAL,0.5350611508265146,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0102,NEUTRAL,0.805082322798105,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0117,NEUTRAL,0.6600401310725241,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0118,NEUTRAL,0.689564427466983,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0134,NEUTRAL,0.7383746163174549,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0125,NEUTRAL,0.6397785979136983,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0185,NEUTRAL,0.6427568098541792,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0260,NEUTRAL,0.7826445810459868,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0234,NEUTRAL,0.5159814390654835,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c01,In search of the castaways,castaways_ch000_w0108,NEUTRAL,0.5348547882707555,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0122,NEUTRAL,0.7950534373521805,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0184,NEUTRAL,0.9318319214860827,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0105,NEUTRAL,0.8350947423947398,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0106,NEUTRAL,0.8608146215361745,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0090,NEUTRAL,0.9247637469350067,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0121,NEUTRAL,0.6885667473836196,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0100,NEUTRAL,0.8517424509855427,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0104,NEUTRAL,0.884316772437944,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0114,NEUTRAL,0.9398050650732123,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0063,CONTRADICT,0.7425430119684997,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0136,NEUTRAL,0.8951890042576581,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c02,In search of the castaways,castaways_ch000_w0043,NEUTRAL,0.8453416865110629,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0022,NEUTRAL,0.8553058415651321,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0241,NEUTRAL,0.9106715766439989,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0121,NEUTRAL,0.5963196680999253,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0114,NEUTRAL,0.8284083592231108,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0212,NEUTRAL,0.713038213877334,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0137,NEUTRAL,0.7811535030265776,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0129,NEUTRAL,0.5599536259120106,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0128,NEUTRAL,0.6068006760227347,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0155,NEUTRAL,0.6826032614843476,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0106,NEUTRAL,0.5017970133146841,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0105,NEUTRAL,0.6310914633777183,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c03,In search of the castaways,castaways_ch000_w0122,NEUTRAL,0.6673848844908511,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c04,In search of the castaways,castaways_ch000_w0146,NEUTRAL,0.984910199046135,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c04,In search of the castaways,castaways_ch000_w0025,NEUTRAL,0.8673065705642614,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c04,In search of the castaways,castaways_ch000_w0106,NEUTRAL,0.8969078778046179,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
46,46_c04,In search of the castaways,castaways_ch000_w0116,NEUTRAL,0.6634777676174383,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260201_223201
