id,claim_id,book_name,k_found,buckets_covered,unique_chapters,split,run_id
46,46_c01,In search of the castaways,12,2,1,train,run_20260201_223201
46,46_c02,In search of the castaways,12,2,1,train,run_20260201_223201
46,46_c03,In search of the castaways,12,2,1,train,run_20260201_223201
46,46_c04,In search of the castaways,12,2,1,train,run_20260201_223201
46,46_c05,In search of the castaways,12,3,1,train,run_20260201_223201
137,137_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
137,137_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
74,74_c01,In search of the castaways,12,1,1,train,run_20260201_223201
109,109_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
109,109_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
104,104_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
104,104_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
35,35_c01,In search of the castaways,12,3,1,train,run_20260201_223201
35,35_c02,In search of the castaways,12,2,1,train,run_20260201_223201
35,35_c03,In search of the castaways,12,2,1,train,run_20260201_223201
18,18_c01,In search of the castaways,12,2,1,train,run_20260201_223201
18,18_c02,In search of the castaways,12,2,1,train,run_20260201_223201
18,18_c03,In search of the castaways,12,2,1,train,run_20260201_223201
31,31_c01,In search of the castaways,12,3,1,train,run_20260201_223201
31,31_c02,In search of the castaways,12,3,1,train,run_20260201_223201
31,31_c03,In search of the castaways,12,3,1,train,run_20260201_223201
68,68_c01,In search of the castaways,12,2,1,train,run_20260201_223201
68,68_c02,In search of the castaways,12,1,1,train,run_20260201_223201
68,68_c03,In search of the castaways,12,1,1,train,run_20260201_223201
68,68_c04,In search of the castaways,12,1,1,train,run_20260201_223201
9,9_c01,In search of the castaways,12,3,1,train,run_20260201_223201
9,9_c02,In search of the castaways,12,2,1,train,run_20260201_223201
84,84_c01,In search of the castaways,12,1,1,train,run_20260201_223201
84,84_c02,In search of the castaways,12,1,1,train,run_20260201_223201
84,84_c03,In search of the castaways,12,1,1,train,run_20260201_223201
83,83_c01,In search of the castaways,12,2,1,train,run_20260201_223201
83,83_c02,In search of the castaways,12,1,1,train,run_20260201_223201
83,83_c03,In search of the castaways,12,1,1,train,run_20260201_223201
83,83_c04,In search of the castaways,12,1,1,train,run_20260201_223201
134,134_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_223201
134,134_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
88,88_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
88,88_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
67,67_c01,In search of the castaways,12,1,1,train,run_20260201_223201
67,67_c02,In search of the castaways,12,1,1,train,run_20260201_223201
67,67_c03,In search of the castaways,12,2,1,train,run_20260201_223201
67,67_c04,In search of the castaways,12,1,1,train,run_20260201_223201
112,112_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
112,112_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
79,79_c01,In search of the castaways,12,1,1,train,run_20260201_223201
79,79_c02,In search of the castaways,12,3,1,train,run_20260201_223201
55,55_c01,In search of the castaways,12,3,1,train,run_20260201_223201
55,55_c02,In search of the castaways,12,2,1,train,run_20260201_223201
12,12_c01,In search of the castaways,12,3,1,train,run_20260201_223201
12,12_c02,In search of the castaways,12,3,1,train,run_20260201_223201
13,13_c01,In search of the castaways,12,3,1,train,run_20260201_223201
13,13_c02,In search of the castaways,12,2,1,train,run_20260201_223201
102,102_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
102,102_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
92,92_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
92,92_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
92,92_c03,The Count of Monte Cristo,12,3,1,train,run_20260201_223201
1,1_c01,In search of the castaways,12,3,1,train,run_20260201_223201
1,1_c02,In search of the castaways,12,2,1,train,run_20260201_223201
1,1_c03,In search of the castaways,12,2,1,train,run_20260201_223201
11,11_c01,In search of the castaways,12,2,1,train,run_20260201_223201
