id,claim_id,book_name,chunk_id,chapter_id,chunk_pos,time_bucket,retrieval_stage,score_vec,score_lex,score_rerank,score_lex_norm,rank,is_disjoint,run_id
100,100_c01,The Count of Monte Cristo,montecristo_ch118_w0819,ch118,0.65962,MID,BM25,,12.851433853040827,,1.0,1,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch118_w0773,ch118,0.6299,MID,BM25,,11.914032030208032,,0.8688480010112646,2,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch118_w0772,ch118,0.629246,MID,BM25,,11.639310313926483,,0.830411653461759,3,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch117_w0125,ch117,0.081969,EARLY,BM25,,11.19841917183592,,0.7687265220558239,4,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch117_w0080,ch117,0.053268,EARLY,BM25,,10.52232425545639,,0.6741340029999766,5,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch117_w0061,ch117,0.040973,EARLY,BM25,,10.082124219554297,,0.6125455643419365,6,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch117_w0153,ch117,0.100015,EARLY,BM25,,9.867223898611464,,0.5824788352312543,7,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch118_w0769,ch118,0.627302,MID,BM25,,9.856063479924266,,0.5809173797436237,8,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch118_w0335,ch118,0.34899,MID,BM25,,9.489745110109421,,0.5296657336540883,9,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch117_w0119,ch117,0.078244,EARLY,BM25,,8.644700825604536,,0.41143548868624813,10,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch117_w0147,ch117,0.096187,EARLY,BM25,,8.622844471642996,,0.4083775636397628,11,False,run_20260225_221138
100,100_c01,The Count of Monte Cristo,montecristo_ch118_w1296,ch118,0.967319,LATE,BM25,,8.52796618592362,,0.39510313155564686,12,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch118_w0773,ch118,0.6299,MID,BM25,,11.89256445507145,,1.0,1,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch118_w1296,ch118,0.967319,LATE,BM25,,11.090065911713438,,0.8806123128556929,2,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch117_w0058,ch117,0.038975,EARLY,BM25,,11.017803111663984,,0.8698617779969311,3,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch117_w0168,ch117,0.109405,EARLY,BM25,,10.355572489330928,,0.7713417457665334,4,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch118_w0772,ch118,0.629246,MID,BM25,,9.678765484068155,,0.6706531854318643,5,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch118_w0548,ch118,0.485615,MID,BM25,,9.45836219668778,,0.6378637941773483,6,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch118_w1309,ch118,0.975702,LATE,BM25,,9.436846176581385,,0.6346628564332072,7,False,run_20260225_221138
100,100_c02,The Count of Monte Cristo,montecristo_ch118_w0869,ch118,0.692117,LATE,BM25,,8.794716921716837,,0.5391333041112975,8,False,run_20260225_221138
